spot_index,x,y,pixel_x,pixel_y,dist_1,dist_2,dist_3,dist_4,dist_5,mean_5nn
84,10,19,1930.24,3935.85,194.7165152214882,214.043947823806,218.09370944619184,220.17818806593885,284.2745159172731,226.26137529493963
85,9,19,1735.62,3941.98,194.7165152214882,208.17117115489324,223.50580059586824,229.44010547417363,285.676765768587,228.30207164300205
86,19,19,3909.45,3942.42,208.15909132199835,221.5415058177587,223.142906900488,237.66149793351047,304.66788885604626,239.03457816596037
87,18,19,3686.32,3944.82,211.2818364176157,219.33761419327962,222.33143277548493,223.142906900488,302.406263989356,235.70001085524487
88,8,19,1506.18,3942.2,222.60436653399236,229.44010547417363,297.08875660314027,312.70782609330377,322.0042484191788,276.7690606247578
89,4,19,627.81,3941.98,201.21436454686818,215.568692068213,217.0914802565961,231.6287255501791,303.8939928659334,233.87945105755793
90,15,19,3041.53,3943.95,209.6691527144616,211.05611481309853,217.77091173983706,219.754615196132,303.9411209428564,232.43838308127715
91,6,19,1063.84,3943.29,214.60532449126214,219.95168128477687,220.55137451396655,242.28405849333177,296.8479556944934,238.84807889556615
92,3,19,426.67,3947.45,201.21436454686818,212.55217947600542,217.72909337063786,227.26504394649015,300.9655159648698,231.94523946097428
93,5,19,843.32,3947.01,213.9196889021669,215.568692068213,220.38269555480088,220.55137451396655,302.73951344348853,234.63239289652716
94,7,19,1283.7,3949.64,205.07106207361358,219.95168128477687,222.60436653399236,232.31788566531014,317.0309492778266,239.39518896710388
95,12,19,2399.79,3953.36,203.75421124482267,213.82540260689345,225.090107512525,253.06246758458684,303.00303100794224,239.74704399135408
96,13,19,2624.88,3953.58,197.02061440367098,210.21558196289863,224.0054200237127,225.090107512525,292.79509353812574,229.8253634881866
97,2,19,214.2,3953.36,212.55217947600542,213.24726399182742,218.63386494319687,293.2368518791594,293.7428154015005,246.2825951383379
98,14,19,2821.88,3950.73,197.02061440367098,211.79191509592582,219.754615196132,221.0404379293526,291.7329225507469,228.26810103516564
99,16,19,3252.47,3950.95,204.16495120367773,211.05611481309853,211.87505421828254,226.34069055298028,296.1320146488729,229.9137650873824
100,23,19,4797.83,3954.02,220.39269543249375,222.64195583941512,242.6520523300801,307.13411174924903,345.42576988406626,267.6493170470609
101,17,19,3464.28,3956.2,197.88459389250124,211.87505421828254,222.33143277548493,230.24479364363486,283.99646212585156,229.26646733115103
102,22,20,4552.28,4138.51,209.0509978450237,210.35552429161442,218.69254628358976,254.07981127984178,304.22973309655293,239.28172255932455
103,21,20,4341.99,4143.76,201.79758819173233,210.35552429161442,216.0380302169044,217.03761724641203,286.6750976279596,226.38077151492453
104,20,20,4140.2,4145.51,201.79758819173233,211.9575075339398,221.54938501381608,227.3258773215227,291.9489744801311,230.91586650822842
105,11,20,2141.39,4150.98,209.85283081245285,212.83019945487106,224.42153394895035,257.1630708324974,300.95908725273614,241.04534446030158
106,12,20,2398.48,4157.11,203.75421124482267,219.52833484541338,233.74161910109274,257.1630708324974,304.4362345385318,243.7246941124716
107,10,20,1931.54,4149.89,191.78012618621355,209.85283081245285,213.6248758922981,214.043947823806,285.676765768587,222.99570929667146
108,19,20,3912.93,4150.55,208.15909132199835,218.84999999999945,220.79776674595243,227.3258773215227,306.06686360989795,236.23991979987417
109,9,20,1739.76,4150.11,191.78012618621355,208.17117115489324,284.7293711579472,286.68794533429536,312.70782609330377,256.81528798533066
110,16,20,3261.39,4154.92,204.16495120367773,206.59183188112755,224.32373079993087,229.66509639037432,283.99646212585156,229.74841448019242
111,17,20,3467.98,4154.05,197.88459389250124,206.59183188112755,224.2286540565231,229.43040600582944,296.1320146488729,230.85350009697086
112,18,20,3692.2,4156.02,211.2818364176157,220.79776674595243,224.2286540565231,229.47581070779492,303.10981310409613,237.77877620639646
113,15,20,3031.73,4153.39,201.76948679123922,209.6691527144616,229.66509639037432,238.2539202195839,291.7329225507469,234.2181157332812
114,5,20,849.85,4160.83,210.65001495371416,212.82170307560276,213.9196889021669,215.36326195523728,301.2298718586855,230.7969081490813
115,14,20,2830.16,4162.36,201.76948679123922,211.79191509592582,212.25410455395203,214.94487502613325,292.79509353812574,226.71109500107522
116,13,20,2617.91,4163.68,210.21558196289863,212.25410455395203,219.52833484541338,219.95298520365625,294.8753353537732,231.3652683839387
117,2,20,220.3,4166.52,188.0072690084083,213.24726399182742,219.4985854168538,298.5602071609672,300.9655159648698,244.0557683085853
118,3,20,408.16,4173.96,188.0072690084083,208.57191014132232,227.26504394649015,231.41091288009736,292.26310372676204,229.50364794061602
119,4,20,639.57,4173.31,202.8564640330691,210.65001495371416,231.41091288009736,231.6287255501791,290.4728713666733,233.4037977567466
120,23,20,4803.49,4176.59,206.03032204022747,222.64195583941512,254.07981127984178,305.1302392421961,349.4238872773296,267.461243135802
121,7,20,1291.1,4181.84,193.5658260127549,229.9000985210749,232.31788566531014,286.5515611543582,310.150363694773,250.49714700965424
122,6,20,1061.23,4185.56,196.65355781170067,212.82170307560276,229.9000985210749,242.28405849333177,286.41507868825613,233.61489931799323
123,22,21,4557.51,4357.14,216.84459619736901,218.69254628358976,219.01579143979552,253.35543905746317,303.28187351043624,242.23804929773073
124,21,21,4338.51,4359.77,187.12097717786725,216.0380302169044,219.01579143979552,235.09024862805276,291.72679359290964,229.79836821110592
125,11,21,2147.92,4363.71,212.83019945487106,215.29382387797364,219.6401101802675,252.89053857350999,304.2027231962264,240.9714790565697
126,20,21,4151.52,4366.77,187.12097717786725,221.54938501381608,221.7779619349044,238.60449492832333,292.1714772184298,232.24485925466814
127,10,21,1928.28,4363.49,213.6248758922981,219.6401101802675,244.96244610143847,284.7293711579472,286.8659186797906,249.9645444023484
128,19,21,3912.93,4369.4,213.20000586304008,218.84999999999945,233.67207192987343,238.60449492832333,307.00611932011986,242.2665384082712
129,2,21,206.59,4385.59,213.13673756534777,219.4985854168538,220.76516142725055,292.26310372676204,303.3891290076162,249.8105434287661
130,8,21,1504.66,4372.9,213.60716865311463,219.6632208632115,286.5515611543582,323.8941093937955,341.3542916091729,277.0140703347305
131,7,21,1285.01,4375.31,193.5658260127549,219.6632208632115,230.8495850115395,293.3982803289753,303.4495445704275,248.18529135738171
132,14,21,2826.89,4377.28,206.68726061371046,213.59387350764572,214.94487502613325,219.99919840763104,298.82704094509216,230.81044970004254
133,4,21,630.42,4375.96,202.8564640330691,203.17968919161183,217.04011150015575,220.96142943961956,284.7903948520737,225.765617803306
134,5,21,847.46,4376.18,206.88443174874223,215.02128383022907,215.36326195523728,217.04011150015575,286.41507868825613,228.1448335445241
135,16,21,3251.6,4379.03,211.95713953533124,217.3777415008268,224.32373079993087,227.95796103667894,303.8987148705966,237.1030575486729
136,13,21,2620.3,4383.62,206.68726061371046,218.13682243032744,219.95298520365625,221.06825959418083,304.6776870727491,234.10460298292483
137,3,21,427.32,4381.65,202.6272876490237,203.17968919161183,208.57191014132232,220.76516142725055,290.68479492398654,225.165768666639
138,6,21,1054.26,4382.09,196.65355781170067,206.88443174874223,207.53808927519785,230.8495850115395,285.72323426700876,225.5297796228378
139,23,21,4809.59,4382.53,206.03032204022747,218.5631624954217,253.35543905746317,309.55106654637825,354.61838150327173,268.42367432855247
140,17,21,3479.52,4383.19,200.27968893524874,227.82507061339908,227.95796103667894,229.43040600582944,297.282066899435,236.55503869811827
141,18,21,3679.79,4385.16,200.27968893524874,210.87987694419778,229.47581070779492,233.67207192987343,300.848441910541,235.03117808553117
142,12,21,2399.35,4390.85,221.06825959418083,224.38572236218542,233.74161910109274,252.89053857350999,299.41333453939575,246.29989483407294
143,15,21,3040.01,4391.5,201.18213961482775,211.95713953533124,213.59387350764572,238.2539202195839,288.3320615193534,230.6638268793484
144,22,22,4566.21,4573.81,211.7362760605748,216.84459619736901,226.21517632555052,232.999190127348,309.55106654637825,239.4692610514441
145,11,22,2160.77,4578.62,212.58314161758017,215.29382387797364,246.03102446642785,252.52698647867328,298.8254207727312,245.0520794426772
146,19,22,3908.8,4582.56,213.20000586304008,214.49107860235077,222.01174428394557,248.67023967495533,302.3447371792675,240.14356112071187
147,3,22,436.03,4584.09,187.20128979256523,202.6272876490237,220.9929249998741,223.11213010502163,284.7903948520737,223.74480547971166
148,8,22,1502.91,4586.5,213.60716865311463,216.47454838848822,259.27171249482655,303.4495445704275,305.60909737767923,259.6824142969072
149,6,22,1068.63,4589.13,207.53808927519785,209.42731173368966,214.25706546109512,304.2027231962262,307.02421956581856,248.48988184640547
150,20,22,4157.4,4588.47,176.87402324818666,206.00614553939852,221.7779619349044,248.67023967495533,269.61358367115014,224.58839081371897
151,5,22,859.21,4590.88,209.42731173368966,215.02128383022907,236.48386033723324,285.72323426700876,297.1316751879544,248.75747307122305
152,18,22,3687.19,4595.91,206.70227986164073,208.1437219807507,210.87987694419778,222.01174428394557,296.6978956784155,228.88710374979004
153,15,22,3035.43,4592.63,197.70852283095925,201.18213961482775,211.85906659852859,221.21128090583477,299.7741718360675,226.34703635724358
154,21,22,4334.16,4594.82,176.87402324818666,200.05672645527383,232.999190127348,235.09024862805276,263.17701210402106,221.63944011257644
155,4,22,622.8,4596.79,187.20128979256523,209.44409683731797,220.96142943961956,236.48386033723324,285.7976320755653,227.9776616964603
156,9,22,1761.96,4597.22,154.94739784843105,198.80058853031534,259.27171249482655,271.21432742390255,286.8659186797906,234.2199889954532
157,14,22,2837.77,4597.01,197.70852283095925,213.14731642692504,219.99919840763104,225.78665970335783,287.9096130732693,228.9102620884285
158,16,22,3256.61,4596.35,207.47011664333667,217.3777415008268,221.21128090583477,224.90829353316414,297.65514022102764,233.724514560838
159,2,22,215.51,4598.54,213.13673756534777,215.42436747034947,220.9929249998741,298.6551297064897,303.1579591566089,250.27342377973395
160,23,22,4790.87,4600.29,205.23567842848416,218.5631624954217,226.21517632555052,300.14795185041663,337.01455769743785,257.4353053594622
161,13,22,2612.03,4601.6,201.8020616842158,208.7062974612883,218.13682243032744,225.78665970335783,297.26782436045727,230.33993312792933
162,10,22,1916.52,4608.17,154.94739784843105,186.6371134045956,244.96244610143847,246.03102446642785,246.83602107472043,215.88280057912272
163,17,22,3481.04,4611.01,190.14992453324757,206.70227986164073,224.90829353316414,227.82507061339908,280.67546829033705,226.0522073663577
164,12,22,2410.67,4614.95,199.95859796467906,201.8020616842158,224.38572236218542,252.52698647867328,289.18610357345995,233.57189441264273
165,22,23,4554.46,4785.22,211.7362760605748,213.9475545548482,223.7773040323792,245.72591825039504,291.1773514544019,237.27288087051983
166,11,23,2143.13,4790.47,192.00315101581015,212.58314161758017,216.9084622600044,256.70191136802987,290.8356616716735,233.8064655866196
167,23,23,4799.36,4805.35,205.23567842848416,245.72591825039504,302.62945164012007,328.58742230949713,422.9437377477063,301.0244416752406
168,10,23,1951.13,4791.57,186.6371134045956,192.00315101581015,194.87900297364018,207.76672231134637,271.21432742390255,210.50006342585897
169,20,23,4162.62,4794.41,168.27057526495875,206.00614553939852,220.85736256688446,256.0135092138694,263.17701210402106,222.86492093782644
170,21,23,4330.89,4794.85,168.27057526495875,200.05672645527383,217.9817361615413,223.7773040323792,269.61358367115014,215.93998511706064
171,9,23,1756.3,4795.94,194.87900297364018,198.80058853031534,213.42433530410736,246.83602107472043,256.7457158357271,222.13713274370207
172,19,23,3906.62,4797.04,208.33369026636078,214.49107860235077,221.93042243009378,256.0135092138694,297.66222770113103,239.68618564276116
173,17,23,3472.77,4800.98,190.14992453324757,212.0520796879863,216.3986367794401,219.89395853456324,296.6978956784155,227.0384990427305
174,8,23,1499.65,4802.95,210.94554866126003,212.33403518983926,216.47454838848822,256.7457158357271,303.4481952492055,239.989608664904
175,6,23,1066.89,4803.38,209.69534210372922,214.25706546109512,221.8227274198926,297.1316751879544,308.6867391061686,250.31870985576796
176,7,23,1288.71,4804.48,210.94554866126003,215.13536970939958,221.8227274198926,301.58745895676765,302.109116876668,250.32004432479758
177,15,23,3037.39,4804.48,211.85906659852859,213.17465749943136,215.14094403437028,219.0009945182898,287.9096130732693,229.41705514477786
178,16,23,3256.39,4803.82,207.47011664333667,215.40326506346221,216.3986367794401,219.0009945182898,296.04614268725044,230.8638311383558
179,18,23,3684.8,4804.04,208.1437219807507,212.0520796879863,221.56398714592635,221.93042243009378,280.67546829033705,228.87313590701882
180,3,23,429.28,4807.1,194.83194245297668,208.22073912077056,213.4650503009796,223.11213010502163,285.7976320755653,225.08549881106273
181,4,23,624.11,4806.23,194.83194245297668,209.44409683731797,215.10076545656506,291.0674595347267,293.434128383186,240.7756785329545
182,14,23,2824.28,4809.73,200.06012096367473,212.77512472091365,213.14731642692504,213.17465749943136,297.26782436045727,227.28500879428043
183,13,23,2624.22,4809.95,200.06012096367473,208.7062974612883,215.60339746859316,225.56690892061272,289.18610357345995,227.82456567752578
184,12,23,2398.7,4814.55,199.95859796467906,216.91155893589453,225.56690892061272,256.70191136802987,301.1157043397107,240.05093630578534
185,2,23,221.17,4813.89,208.22073912077056,209.66180505757347,215.42436747034947,289.2569143512386,314.5995225679786,247.43266971358216
186,10,24,1940.03,4999.04,188.36073051461648,206.09800411454748,207.76672231134637,233.13864372943442,273.8728224924849,221.8473846324859
187,22,24,4566.65,4998.82,213.9475545548482,227.4204427926391,235.30744187126706,302.62945164012007,311.7475557241779,258.21048931661045
188,11,24,2145.96,5007.36,206.09800411454748,216.9084622600044,217.34165638459723,257.56715337946343,290.7302065489583,237.72909653751418
189,19,24,3919.9,5004.95,208.33369026636078,229.25135135915755,232.4881885171804,242.07553552558787,309.2520624021769,244.28016561409268
190,9,24,1751.95,5009.32,188.36073051461648,213.42433530410736,220.02858200697545,247.58054891287398,281.63386728161834,230.2056128040383
191,21,24,4331.76,5012.83,179.60335241860062,217.9817361615413,227.40678200088942,235.30744187126706,276.25284794912096,227.31043208028387
192,6,24,1070.15,5013.05,209.69534210372922,217.13911485497027,221.6388551224718,223.55533095857908,302.109116876668,234.82755198328368
193,8,24,1504.44,5015.23,212.33403518983926,217.2941483335435,225.88352573837753,247.58054891287398,301.58745895676765,240.9359434262804
194,20,24,4152.17,5015.02,179.60335241860062,217.679269798481,220.85736256688446,232.4881885171804,283.5765633828016,226.8409473367896
195,3,24,423.62,5020.49,201.60322418056714,213.4650503009796,216.82011161329112,225.88794146656028,289.2569143512386,229.40664838252732
196,16,24,3261.18,5019.17,215.40326506346221,220.08538797475893,222.8016986021428,225.96042839400002,300.8886413608861,237.02788427905003
197,7,24,1287.19,5019.61,215.13536970939958,217.13911485497027,217.2941483335435,220.49987233556428,303.4481952492055,234.70334009653666
198,15,24,3035.22,5019.61,196.5947723109645,215.14094403437028,218.99800227399373,225.96042839400002,297.56561965388386,230.8519533334425
199,4,24,640.44,5020.71,208.33935777956114,215.10076545656506,216.82011161329112,219.0699999999997,300.36274352855395,231.9385956755942
200,17,24,3481.26,5020.71,197.49858151389301,215.89053360441693,219.89395853456324,220.08538797475893,297.2783552497558,230.12936337547757
201,2,24,222.04,5023.55,201.60322418056714,209.66180505757347,227.17111480115557,299.6648462866472,303.24264624224605,248.26872731363792
202,5,24,848.76,5023.55,208.33935777956114,220.09762856514362,221.6388551224718,300.25428439907364,302.0419965832564,250.4744244899013
203,14,24,2838.64,5022.02,196.5947723109645,212.77512472091365,224.26460108541343,224.8939201045683,294.6611852619893,230.63792069676984
204,18,24,3678.7,5025.52,197.49858151389301,211.15544913641227,221.56398714592635,242.07553552558787,296.95861260451704,233.85043318526732
205,13,24,2613.77,5025.3,211.4588702324874,215.60339746859316,222.6373771404969,224.8939201045683,301.1157043397107,235.14185385717133
206,12,24,2402.4,5031.43,211.4588702324874,216.91155893589453,221.75173979024362,257.56715337946343,307.12649787994553,242.96316404360692
207,11,25,2163.16,5224.02,209.03675848998424,217.34165638459723,236.2502795765544,238.49304497196547,307.12649787994553,241.64964746060937
208,22,25,4555.98,5225.99,210.7883879629046,221.18757040123168,227.4204427926391,305.9154085691009,309.37322767169053,254.9370074795134
209,9,25,1757.83,5229.27,166.97739278117865,220.02858200697545,223.9243573173754,250.40912383537454,284.02059590811314,229.07201036980342
210,10,25,1924.79,5231.68,166.97739278117865,216.50216673280593,233.13864372943442,238.49304497196547,281.63386728161834,227.34902309940054
211,20,25,4160.23,5232.55,175.18754521940238,212.75513107795967,217.679269798481,256.22236124116813,278.07666586752663,227.98419464090753
212,19,25,3904.01,5233.65,209.00940768300427,209.2138812316241,229.25135135915755,256.22236124116813,306.7290221025716,242.08520472350514
213,6,25,1062.97,5236.49,206.26915086847086,217.70560787448719,223.55533095857908,231.2066445844497,302.0419965832564,236.15574617384863
214,17,25,3469.5,5236.28,207.52801883119284,215.1434602770903,215.89053360441693,225.31010740754613,296.27829653891297,232.0300833318319
215,18,25,3694.81,5236.06,209.2138812316241,211.15544913641227,220.87682653460925,225.31010740754613,300.9072897089734,233.492710803833
216,15,25,3043.27,5238.46,218.26243469731526,218.80815455553773,218.99800227399373,221.06825959418035,297.85854108955795,234.99907844211702
217,8,25,1507.7,5241.09,213.5527817660074,214.9189375090058,225.88352573837753,250.40912383537454,312.53487885354525,243.45984954046207
