spot_index,x,y,pixel_x,pixel_y,dist_1,dist_2,dist_3,dist_4,dist_5,mean_5nn
26,13,13,2627.96,2635.93,181.7733913420774,210.90918804073,213.64191536306717,216.9593125450024,286.96900268147465,222.0505619944703
27,23,13,4805.87,2640.08,216.51780758173243,217.78992171356316,225.2387997215401,263.1773897963117,306.9478752166242,245.9343588059543
28,17,14,3466.35,2822.24,193.2849826034086,201.21863954415338,220.35558899197468,235.51010275569942,285.70131011250163,227.21412480154754
29,8,14,1510.76,2837.76,225.35528926563947,226.78501934651678,231.70014005174886,320.8002051121536,321.4546955637761,265.219069867967
30,22,14,4549.0,2838.2,214.29407504641856,216.7836400653887,219.10280372464447,260.98730333102435,299.2556654434466,242.0846975221845
31,11,14,2144.22,2843.67,211.96981766279848,217.5309711282508,231.8367893583762,265.3824082338541,305.0462669825675,246.35325067316938
32,20,14,4158.27,2843.23,171.68014095986695,220.05700397851442,225.73036415156918,252.76585410217123,272.7345354002674,228.59357971847786
33,21,14,4329.95,2843.01,171.68014095986695,214.76474384777381,219.10280372464447,220.2688504986579,280.2438832517137,221.2120844565314
34,10,14,1926.69,2844.32,184.28821449023806,215.41103128670045,217.5309711282508,222.19079751420855,283.7818616472872,224.64057521333697
35,9,14,1742.41,2842.58,184.28821449023806,220.1068127069217,224.24772484910508,231.70014005174886,285.3722525053897,229.14302892068068
36,26,14,5438.03,2846.51,207.7556338586273,219.79760553745822,220.04912928707532,296.59949511083056,304.75216192834466,249.79080514446724
37,16,14,3274.46,2845.42,193.2849826034086,214.88489127902864,222.69853434632188,257.11003733810156,286.33945065254284,234.8635792438807
38,25,14,5230.28,2844.98,202.89645438005988,207.7556338586273,215.0656392825223,222.60494266749774,290.88507765095125,227.84154956793168
39,18,14,3685.19,2848.04,205.84049285794106,220.35558899197468,220.66752932862613,221.52043698042849,302.94056925410297,234.26492348261468
40,15,14,3017.38,2849.35,202.3527654864148,218.5417051731773,222.39294795474063,257.11003733810156,296.69508927516824,239.41850904552047
41,3,14,407.68,2853.29,225.3771783033943,305.9901542533681,442.4554199012597,487.4919954214632,496.1710418797131,391.49715795183965
42,4,14,633.03,2849.79,216.78948544613507,217.10395229014142,225.3771783033943,312.29391812841953,424.51690190144376,279.21628721390687
43,24,14,5027.52,2852.42,202.89645438005988,217.8913860160605,218.21946498880465,219.36760471865497,296.4550562901565,230.96599327874733
44,7,14,1285.84,2851.76,216.53369853212203,225.35528926563947,229.06496240149855,307.7219670416788,321.0045029279182,259.9360840337714
45,13,14,2632.09,2852.85,182.98119029014978,216.9593125450024,219.82940863314917,224.1434819485058,285.08201293662825,225.7990812706871
46,5,14,850.13,2851.1,207.64902624380403,217.10395229014142,219.7973926141982,300.91253546504174,310.0206136694785,251.0967040565328
47,23,14,4809.34,2856.57,216.51780758173243,218.21946498880465,221.32087926808867,260.98730333102435,309.90657075964,245.390405185858
48,14,14,2815.07,2853.51,182.98119029014978,202.3527654864148,217.8676775017347,223.776132999031,286.96900268147465,222.78935379176102
49,19,14,3905.76,2854.6,205.35658669738368,220.66752932862613,228.701208129734,252.76585410217123,293.53593442711616,240.20542253700623
50,6,14,1057.23,2866.19,206.9071368996245,207.64902624380403,229.06496240149855,288.71972447340676,301.8622056501939,246.84061113370552
51,12,14,2408.47,2868.16,211.03353406508643,224.1434819485058,229.2451652707207,265.3824082338541,294.7663976778905,244.9141974392115
52,22,15,4558.35,3052.29,214.29407504641856,223.0542734403445,231.72433450114892,249.26600028884786,309.78166246567946,245.62406914848788
53,11,15,2149.66,3055.57,211.96981766279848,220.82899854865073,223.79499636944502,257.50465723943717,307.1517270014934,244.25003936436497
54,18,15,3690.18,3053.82,205.84049285794106,218.27581290651517,223.64453268524105,231.15462270956198,293.53593442711616,234.49027911727507
55,21,15,4326.69,3057.75,173.93603249470712,214.76474384777381,218.00970987550093,231.72433450114892,272.7345354002674,222.23387122387967
56,10,15,1928.87,3059.72,193.53663244977668,215.41103128670045,219.55689490425956,220.82899854865073,285.7352711864602,227.01376567516954
57,17,15,3466.57,3057.75,212.95800196282835,223.64453268524105,228.40576284323492,235.51010275569942,286.33945065254284,237.3715701799093
58,19,15,3908.37,3059.94,205.35658669738368,218.27581290651517,224.81242136501257,244.49200252769032,307.7513970723772,240.1376441137958
59,20,15,4152.84,3063.22,173.93603249470712,215.4017569566229,220.05700397851442,244.49200252769032,280.5766508460747,226.8926893607219
60,26,15,5426.95,3066.28,186.89317858070632,214.74264713838264,220.04912928707532,296.06212000186736,296.993202784171,242.9480555584405
61,8,15,1508.15,3064.53,224.09973337779743,226.6905247247887,226.78501934651678,227.32054944505123,307.7219670416788,242.52355878716662
62,9,15,1735.46,3066.72,193.53663244977668,215.38162061791627,224.24772484910508,227.32054944505123,286.20777662390674,229.3388607971512
63,4,15,627.16,3066.5,216.78948544613507,223.50779069195755,226.482163756884,305.9901542533681,310.0206136694785,256.55804156356464
64,15,15,3039.98,3066.72,213.84045267441815,218.5417051731773,219.52799024270234,220.5701795347685,308.1363310289785,236.12333173080896
65,25,15,5240.06,3067.37,186.89317858070632,206.2496918785582,219.47001275800747,222.60494266749774,296.59949511083056,226.36346419912007
66,7,15,1281.49,3068.25,216.53369853212203,223.9808357873504,226.6905247247887,228.23069140674315,301.8622056501939,239.45959122023964
67,16,15,3253.82,3067.16,212.95800196282835,213.84045267441815,217.8312560217199,222.69853434632188,310.13049205133,235.49174741132364
68,24,15,5033.83,3070.22,206.2496918785582,217.8913860160605,223.08823232075707,227.65856759630174,290.42496190926846,233.0625679441892
69,5,15,853.6,3070.87,199.722007300147,219.7973926141982,223.5726872853661,226.482163756884,288.71972447340676,231.65879508600042
70,14,15,2820.5,3071.31,199.49297782127547,217.8676775017347,219.52799024270234,220.9028340696426,288.48414115857383,229.2551241587858
71,6,15,1053.31,3073.06,199.722007300147,206.9071368996245,214.16831441648867,228.23069140674315,300.91253546504174,229.988137097609
72,13,15,2621.01,3072.4,199.49297782127547,215.03691148265713,219.82940863314917,223.45618653328887,292.5271195974827,230.06852081357064
73,23,15,4806.3,3077.87,217.58273024300428,221.32087926808867,227.65856759630174,249.26600028884786,310.3300178841871,245.23163905608595
74,12,15,2406.08,3079.18,211.03353406508643,215.03691148265713,219.7752563415636,257.50465723943717,311.55468637143014,242.9810091000349
75,22,16,4548.35,3275.12,212.1004358788547,214.32156121118584,223.0542734403445,257.66328512226926,310.4559107184147,243.51909327421382
76,11,16,2143.14,3279.27,215.2014730432855,216.00999999999976,223.79499636944502,262.15972001816,306.77978323220725,244.78919453261952
77,21,16,4336.25,3275.55,184.30557045298414,212.1004358788547,218.00970987550093,225.9025816585544,280.5766508460747,224.17898974239378
78,10,16,1927.13,3279.27,178.21629583177858,216.00999999999976,219.40853629701826,219.55689490425956,283.9679110392583,223.4319276144629
79,20,16,4151.97,3278.62,184.30557045298414,215.4017569566229,232.23090965674663,253.8885629562704,281.6214397023063,233.48964794498607
80,26,16,5454.33,3279.27,214.74264713838264,222.43510267041918,226.7749633447218,301.3523567188414,309.0401025757014,254.86903448961328
81,9,16,1748.93,3281.68,178.21629583177858,215.38162061791627,221.98842177014575,257.37809852433054,277.04136026954535,230.00115940274333
82,19,16,3898.15,3284.52,210.57045970410965,224.81242136501257,236.38999999999987,253.8885629562704,310.60265758682755,247.252820322444
83,4,16,624.34,3289.99,218.03079897115495,223.22277952753834,223.50779069195755,303.9389894370251,317.13360276072916,257.16679227768105
84,6,16,1064.61,3286.93,214.16831441648867,217.21711028369742,219.30897770041258,222.16180499806907,301.3796041539639,234.84716231052636
85,16,16,3257.51,3284.96,216.01275008665553,217.8312560217199,221.10103776328137,230.13843181876433,308.1363310289785,238.64396134387994
86,17,16,3473.52,3286.05,214.06277513850924,216.01275008665553,228.40576284323492,229.85685676089773,306.18223609478054,238.90407618481558
87,18,16,3687.58,3284.96,210.57045970410965,214.06277513850924,231.15462270956198,240.1567371530517,315.24946391706993,242.2388117244605
88,8,16,1491.63,3288.02,204.9620181887367,224.09973337779743,231.37472139367355,257.37809852433054,304.06853257119525,244.37662081114667
89,15,16,3027.38,3286.93,211.2949845595016,220.5701795347685,230.13843181876433,232.01827880578742,294.25461899518285,237.6552987428009
90,25,16,5227.67,3286.49,198.08606538573102,217.37551150026104,219.47001275800747,226.7749633447218,290.42496190926846,230.42630297959795
91,7,16,1286.71,3292.17,204.9620181887367,222.16180499806907,223.9808357873504,225.530783043025,307.7224154981239,236.87157150306103
92,24,16,5029.7,3293.27,198.08606538573102,216.297996523315,223.08823232075707,224.50058463175526,298.42278213970206,232.07913220025208
93,23,16,4805.21,3295.45,217.58273024300428,224.50058463175526,225.2741085877383,257.66328512226926,307.7010695464027,246.544355626234
94,14,16,2816.15,3292.17,186.0529236534594,209.04920018981193,211.2949845595016,220.9028340696426,283.7111407752612,222.20221664953533
95,5,16,847.52,3294.36,212.61753267310735,217.21711028369742,223.22277952753834,223.5726872853661,296.594816036963,234.64498516133443
96,12,16,2404.56,3298.95,219.7752563415636,222.47175663440976,225.59384588237347,262.15972001816,305.58829051519655,247.11777387834067
97,13,16,2630.13,3295.67,186.0529236534594,210.1510052319523,223.45618653328887,225.59384588237347,283.43244786015595,225.73728183224597
98,22,17,4551.39,3489.42,214.32156121118584,216.55440263361098,222.241077436193,259.6299684165907,303.3572094083147,243.22084382117905
99,11,17,2146.18,3494.45,215.2014730432855,219.77172202082775,224.95828257701456,254.15755526838075,307.0591716591442,244.22964091373055
100,10,17,1921.26,3498.6,168.27519395323844,218.2210755174671,219.40853629701826,224.95828257701456,277.04136026954535,221.58088972285674
101,26,17,5443.68,3501.45,202.1096012068703,216.78364006538874,222.43510267041918,299.4984836355608,304.7427139407932,249.11390830380643
102,21,17,4335.17,3501.45,184.09014775375712,214.41991255478135,216.55440263361098,225.9025816585544,284.8282543920107,225.15905979854293
103,14,17,2825.5,3501.01,196.07900576043318,204.62705221939757,209.04920018981193,223.8182425540863,283.43244786015595,223.40118971677697
104,9,17,1753.06,3503.63,168.27519395323844,217.19787314796625,221.98842177014575,259.29877535383764,277.1550629160508,228.78306542824777
105,25,17,5241.58,3503.42,202.1096012068703,215.4469401035899,217.37551150026104,220.646860843294,291.04272899352736,229.3243285295085
106,13,17,2629.48,3505.82,196.07900576043318,210.1510052319523,226.37160709770995,231.09241830921255,283.7111407752612,229.48103543491385
107,6,17,1055.27,3506.04,196.89110619832474,218.68173060409032,219.30897770041258,226.08726677988744,296.594816036963,231.5127794639356
108,5,17,858.38,3506.7,196.89110619832474,212.61753267310735,222.04545165348495,236.2136325447793,294.3496865974211,232.4234819334235
109,16,17,3260.56,3506.04,202.53859015012418,219.33690182000834,221.10103776328137,231.5795725015484,304.7959489560188,235.8704102381962
110,4,17,622.17,3508.01,207.11390585858783,214.32479464588292,218.03079897115495,236.2136325447793,301.70060821947277,235.47674804797552
111,24,17,5026.22,3509.54,215.4469401035899,216.297996523315,217.3761500257102,227.88899073891207,300.55516132650257,235.51304774360597
112,3,17,415.07,3510.41,207.11390585858783,217.81173751659938,298.58489513034647,303.9389894370251,434.640498113096,292.4180052111309
113,20,17,4151.32,3510.85,184.09014775375712,207.96011636849988,232.23090965674663,253.36979397710337,270.5546754354841,229.64112863831824
114,12,17,2398.91,3521.35,219.17075580469202,222.47175663440976,231.09241830921255,254.15755526838075,309.21942516601393,247.22238223654182
115,17,17,3462.87,3515.66,202.53859015012418,213.28484850077845,219.69119258632128,229.85685676089773,292.59987457276856,231.59427251417804
116,23,17,4809.13,3520.69,217.3761500257102,218.46692930510105,225.2741085877383,259.6299684165907,299.14109329879733,243.97764992678754
117,8,17,1494.24,3519.38,204.24741173390646,213.18718277607599,231.37472139367355,259.29877535383764,289.4909311187483,239.51980447524838
118,7,17,1281.06,3517.63,207.2907197633311,213.18718277607599,225.530783043025,226.08726677988744,295.1927399174985,233.45773845596358
119,15,17,3029.34,3518.94,204.62705221939757,205.10286297367972,231.5795725015484,232.01827880578742,294.5879298274116,233.58313926556494
120,19,17,3898.15,3520.91,205.4302891493853,215.8299020061863,236.38999999999987,253.36979397710337,291.49161034239046,240.5023190950131
121,18,17,3682.36,3525.06,202.75722946420433,215.8299020061863,219.69119258632128,240.1567371530517,295.40829659980784,234.7686715619143
122,22,18,4546.18,3711.6,218.21946498880465,220.8946076752442,222.241077436193,262.6588407040586,297.8057128397643,244.36394072881293
123,11,18,2145.31,3714.22,214.93351181237404,219.77172202082775,220.21863363484937,265.9658558913156,310.950778902385,246.36810045235038
124,26,18,5438.03,3718.16,194.79936883881328,215.62102054298893,216.78364006538874,291.04272899352736,307.3134752984322,245.1120467478301
125,10,18,1930.39,3716.63,181.93733701469867,214.93351181237404,218.2210755174671,230.28019910535053,277.1550629160508,224.50543727318822
126,21,18,4328.0,3715.75,176.9264638204242,214.41991255478135,215.37318031732718,218.21946498880465,270.5546754354841,219.0987394233643
127,9,18,1748.5,3720.78,181.93733701469867,217.19787314796625,239.4802290378057,256.01575264034045,281.4426584581665,235.2147700597955
128,20,18,4151.1,3718.81,176.9264638204242,207.96011636849988,216.71269113736744,246.97208992110887,282.13176850542686,226.14062595056544
129,4,18,625.43,3722.31,209.5733480192555,214.32479464588292,218.68044265548744,226.5287381327147,298.58489513034647,233.5384437167374
130,6,18,1056.14,3724.72,204.30780161315437,218.68173060409032,229.62025389760385,234.03999999999996,291.75612178667336,235.68118158030438
131,8,18,1492.5,3723.62,202.3229902902781,204.24741173390646,234.56547913109472,256.01575264034045,295.1927399174985,238.46887474262365
132,15,18,3038.46,3723.84,205.10286297367972,215.6515719859235,219.92176063318524,220.36531147165618,303.3782630644458,232.88395402577808
133,19,18,3904.24,3726.25,205.4302891493853,211.67405367687329,215.34254224374712,246.97208992110887,293.02195310249334,234.4881856187216
134,7,18,1290.18,3724.72,202.3229902902781,207.2907197633311,234.03999999999996,239.7698048128663,289.4909311187483,234.58288919704472
135,14,18,2818.54,3724.72,193.54266945560101,219.92176063318524,223.33429853025302,223.8182425540863,289.2419291873151,229.97178007208814
136,25,18,5243.32,3724.06,194.79936883881328,220.646860843294,222.05056901525853,228.12758908119815,284.68594099463405,230.0620657546396
137,16,18,3258.82,3725.37,209.72920635905703,219.33690182000834,220.36531147165618,221.98393905866257,292.59987457276856,232.80304665643058
138,18,18,3692.57,3727.56,202.75722946420433,211.67405367687329,214.94311061301778,224.05382969277736,291.49161034239046,228.98396675785267
139,5,18,851.87,3728.65,204.30780161315437,219.00353421805778,222.04545165348495,226.5287381327147,301.54066409026836,234.68523794153603
140,17,18,3468.52,3728.87,209.72920635905703,213.28484850077845,217.07090385401753,224.05382969277736,295.40829659980784,231.9094170012876
141,3,18,415.94,3728.22,209.5733480192555,216.92058085852554,217.81173751659938,298.283381032199,301.70060821947277,248.8579311292104
142,13,18,2625.14,3732.15,193.54266945560101,215.29205210597055,216.05274957750453,226.37160709770995,299.7127291257415,230.19436147250553
143,23,18,4807.39,3739.15,208.18932081161066,214.55975228360046,218.46692930510105,262.6588407040586,304.5910569928146,241.69318001943708
144,24,18,5015.57,3737.18,208.18932081161066,210.01073424946668,227.88899073891207,228.12758908119815,297.4967606546327,234.3426791071641
145,12,18,2410.0,3740.24,212.42077205395933,215.29205210597055,219.17075580469202,265.9658558913156,298.4372029422607,242.25732775963965
146,21,19,4337.12,3930.93,187.15629324177104,212.97549577357512,215.37318031732718,225.47685668378503,282.13176850542686,224.62271890437705
147,22,19,4550.09,3932.46,212.97549577357512,216.07459383277822,220.8946076752442,262.28897994387825,306.6369620577401,243.7741278566432
148,11,19,2147.26,3934.43,217.42250573480186,220.21863363484937,220.2726900911689,252.0784768678195,307.35880807291,243.47022288030993
149,26,19,5435.85,3933.77,204.62393261786409,215.62102054298893,284.68594099463405,315.24078432207983,405.7051392329163,285.17536354209665
150,20,19,4150.02,3935.52,187.15629324177104,216.71269113736744,220.78982064397786,258.6725888067777,282.7998113507147,233.22624103612173
151,15,19,3034.77,3939.46,201.39255448005025,215.6515719859235,225.5585551469946,227.44619803373277,302.2983804124661,234.46945201183343
152,4,19,624.99,3940.99,199.30874993336343,218.68044265548744,223.29372449757759,242.3772769877572,295.44309570541674,235.82065795592047
153,19,19,3891.41,3941.21,185.36204169138804,215.34254224374712,218.397182445195,258.6725888067777,291.86241296199813,233.9273536298212
154,18,19,3706.05,3942.08,185.36204169138804,214.94311061301778,216.4613113237559,245.37819972442577,293.02195310249334,231.0333232910162
155,5,19,867.29,3947.11,191.1563987942857,213.64905850482893,219.00353421805778,242.3772769877572,288.27369113396395,230.89199192777875
156,10,19,1927.34,3946.89,194.2687715511682,212.34045587216738,220.2726900911689,230.28019910535053,273.8726379177006,226.20695090751116
157,13,19,2624.05,3948.2,209.49100839892844,212.23668980645226,216.05274957750453,225.38839388930427,293.86930428338377,231.40762919111467
158,3,19,425.72,3944.92,199.30874993336343,212.99402855479283,216.92058085852554,299.0640336115328,303.29468244596694,246.3164150808363
159,16,19,3262.08,3947.33,198.62589282366977,211.51401844795066,221.98393905866257,227.44619803373277,300.5698674185422,232.02798315651162
160,17,19,3460.7,3945.8,198.62589282366977,208.98273636834222,217.07090385401753,245.37819972442577,287.9907736369341,231.60970128147787
161,24,19,5030.35,3946.67,201.23188067500593,210.01073424946668,218.9419304290523,219.49547421302347,287.87753316297545,227.51151054590477
162,25,19,5231.58,3945.8,201.23188067500593,204.62393261786409,217.89595980650938,222.05056901525853,292.79662737128666,227.7197938971849
163,12,19,2398.7,3952.36,212.42077205395933,220.72992456846433,225.38839388930427,252.0784768678195,315.38420632618903,245.2003547411473
164,14,19,2833.54,3947.55,201.39255448005025,209.49100839892844,212.40515860025616,223.33429853025302,287.9122491315709,226.90705382821176
165,23,19,4811.52,3953.67,214.55975228360046,218.9419304290523,223.2767023224765,262.28897994387825,297.4967606546327,243.312825126728
166,6,19,1058.31,3954.33,191.1563987942857,211.92212767901358,216.0043251881776,229.62025389760385,290.41016545568766,227.82265420295371
167,8,19,1500.76,3958.04,202.07413416862673,226.73703645412684,232.74657913705198,234.56547913109472,294.90226991327125,238.20509976083432
168,9,19,1733.5,3959.79,194.2687715511682,197.11921722653008,232.74657913705198,239.4802290378057,278.4259901661478,228.40815742374076
169,7,19,1274.1,3963.95,199.7575342759317,216.0043251881776,226.73703645412684,239.7698048128663,297.9460612258538,236.04295239139122
170,22,20,4546.83,4148.51,206.38010999124847,216.07459383277822,217.32157394055412,267.93260589185485,302.1909007564592,241.97995688257896
171,11,20,2136.18,4151.57,208.54072887568017,214.03805105634828,217.42250573480186,269.6728338190558,292.4175918100686,240.41834225919098
172,17,20,3481.35,4153.76,208.2213603355816,208.98273636834222,214.54897109983983,224.8379347441176,301.15225019913123,231.5486505494025
173,20,20,4162.62,4155.95,177.98051943962903,218.46820111860657,220.78982064397786,258.4008181101601,284.75296381249484,232.0784646249737
174,9,20,1750.67,4156.16,177.13660547724166,197.11921722653008,216.20147085531167,252.33076229425552,273.8726379177006,223.33213875420788
175,18,20,3689.53,4157.91,208.2213603355816,214.71405752767987,216.4613113237559,224.16773831218498,296.1662107668594,231.94613565321234
176,21,20,4340.6,4156.38,177.98051943962903,206.38010999124847,225.47685668378503,225.47776054413885,283.23375575661856,223.70980048308397
177,10,20,1927.78,4159.23,177.13660547724166,208.54072887568017,209.94360433221138,212.34045587216738,278.4259901661478,217.27747694468968
178,16,20,3266.86,4158.79,211.51401844795066,214.54897109983983,220.1070762151914,244.33124564819806,287.9907736369341,235.69841700962283
179,19,20,3904.24,4159.23,207.08731008924798,214.71405752767987,218.397182445195,258.4008181101601,293.99557581705153,238.5189887978669
180,3,20,424.41,4157.91,211.09902178835404,212.99402855479283,221.97534480207486,295.44309570541674,297.09128445647843,247.72055506142337
181,13,20,2636.0,4160.1,191.89012611387787,212.23668980645226,223.39965308836042,231.3599144190713,288.0378534151364,229.38484736857964
182,5,20,853.6,4160.32,201.1065647859362,213.64905850482893,218.020443995512,218.2117109597925,290.41016545568766,228.27958874035147
183,8,20,1498.37,4160.1,202.07413416862673,209.51234736883626,215.41845881910828,252.33076229425552,297.84228208902766,235.43559694797085
184,14,20,2827.89,4159.88,191.89012611387787,194.76940262782554,212.40515860025616,219.8373182605715,293.86930428338377,222.554261977183
185,25,20,5219.85,4163.38,181.259081151815,211.47280912684678,217.89595980650938,286.00520082683823,287.87753316297545,236.90211681499696
186,4,20,635.42,4164.04,211.09902178835404,215.78436852561896,218.2117109597925,223.29372449757759,300.02191403295853,233.6821479608603
187,7,20,1288.88,4163.16,199.7575342759317,209.51234736883626,210.15549695404172,234.27998463377128,294.90226991327125,229.72152662917043
188,6,20,1054.62,4166.22,201.1065647859362,211.92212767901358,213.66336747322842,234.27998463377128,288.27369113396395,229.84914714118267
189,15,20,3022.6,4164.69,194.76940262782554,220.7284342806796,225.5585551469946,244.33124564819806,287.9122491315709,234.65997736705376
190,24,20,5038.61,4166.01,181.259081151815,216.28851518284506,219.49547421302347,225.62489778391,287.282149288813,225.99002352408132
191,12,20,2405.0,4173.0,212.13109932303644,220.72992456846433,231.3599144190713,269.6728338190558,306.85278066199743,248.14931055832508
192,23,20,4813.25,4176.94,210.2145727584085,223.2767023224765,225.62489778391,267.93260589185485,302.79385148975524,245.96852604928102
193,11,21,2144.66,4365.44,214.03805105634828,214.52225642109937,239.15234182420232,263.24665714876636,299.26493028752964,246.04484734758915
194,22,21,4559.87,4365.44,217.32157394055412,219.3309631584204,222.70466991062352,249.11256772792507,302.96108083382524,242.28617111426965
195,19,21,3902.5,4366.31,207.08731008924798,216.36401410585816,252.5857424717394,257.42715105442954,297.9711074919851,246.28706504265205
196,10,21,1930.17,4369.16,187.34499192665936,209.94360433221138,214.52225642109937,237.93200394230288,278.5484697498803,225.65826527443068
197,25,21,5236.58,4374.19,200.96290229791188,211.47280912684678,220.86171352228584,287.282149288813,306.6369620577401,245.4433072587195
198,9,21,1742.85,4372.22,187.34499192665936,216.20147085531167,233.12225161918767,241.68225834760798,282.0706383160082,232.084322212955
199,7,21,1290.4,4373.31,210.15549695404172,210.80137618146608,224.04475847472915,238.2603250648333,297.84228208902766,236.22084775281957
200,20,21,4159.8,4374.4,178.12544596435427,218.46820111860657,236.33801429308835,257.42715105442954,283.23375575661856,234.71851363741948
201,8,21,1501.19,4375.5,210.80137618146608,215.41845881910828,241.56366138142533,241.68225834760798,300.27289538018584,241.9477300219587
202,3,21,427.02,4379.87,195.36049549486714,221.97534480207486,299.502175284254,300.02191403295853,427.0227409635229,288.77653411553547
203,16,21,3251.21,4378.34,210.66542312396703,220.1070762151914,223.15710161229495,234.27010329958875,306.4389898495294,238.92773882011429
204,18,21,3686.71,4382.06,201.26043550583907,216.3625499017791,216.36401410585816,224.16773831218498,307.0726617593955,233.0454799170114
205,21,21,4337.77,4381.84,178.12544596435427,215.6314302229614,222.70466991062352,225.47776054413885,285.83879127928094,225.5556195842718
206,6,21,1052.23,4379.87,198.19590560856705,213.62476284363692,213.66336747322842,238.2603250648333,292.33856331315593,231.21658486068432
207,5,21,854.04,4378.34,198.19590560856705,215.83097877737563,218.020443995512,231.66256430420515,291.9370322518196,231.1293849874959
208,17,21,3485.48,4378.56,201.26043550583907,224.8379347441176,234.27010329958875,245.3050969710982,300.5375600486573,241.24222611386023
209,4,21,622.38,4379.43,195.36049549486714,210.9600990708903,215.78436852561896,231.66256430420515,297.09128445647843,230.17176237041204
210,12,21,2407.17,4385.12,212.13109932303644,221.22692173422274,234.20493248435207,263.24665714876636,309.0873722752191,247.97939659311933
211,14,21,2822.45,4379.65,194.0956516772078,218.24797135368757,218.32495436848328,219.8373182605715,288.0378534151364,227.70874981501728
212,24,21,5035.78,4382.28,200.96290229791188,216.00487263022555,216.28851518284506,227.79078932213196,286.00520082683823,229.41045605199056
213,13,21,2628.39,4383.37,194.0956516772078,216.49274398926147,221.22692173422274,223.39965308836042,293.3919782475319,229.7213897473169
214,23,21,4808.04,4387.09,210.2145727584085,216.31806790002494,227.79078932213196,249.11256772792507,304.15841744064863,241.51888302982783
215,15,21,3040.64,4384.68,210.24471122955708,210.66542312396703,218.24797135368757,220.7284342806796,300.7406093297012,232.1254298635185
216,22,22,4559.22,4584.77,209.06104180358372,219.3309631584204,224.8478207588419,254.06104089371914,300.367587132833,241.5336907494796
217,4,22,640.85,4589.58,210.9600990708903,212.58955689308914,220.99982918545464,299.502175284254,300.12049863346533,248.83443181343068
